Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE57,OUT045,2178.294897
FDT14,OUT045,1894.435475
NCZ53,OUT046,2991.320626
FDE28,OUT018,3394.077299
FDR19,OUT035,2470.253784
NCF54,OUT019,838.0461882
FDZ08,OUT046,1314.576716
NCJ05,OUT018,2155.162519
FDF59,OUT046,2036.221702
NCO05,OUT035,1745.327841
FDW24,OUT018,563.1436284
NCX42,OUT018,2355.1937
NCA53,OUT035,937.5551992
FDI45,OUT019,920.5773411
FDG46,OUT046,1826.607228
FDM20,OUT010,1936.490003
FDW11,OUT010,-894.1816257
FDX08,OUT035,3000.911316
NCK17,OUT035,814.7318251
FDK32,OUT018,2183.956038
NCA42,OUT035,2667.222849
DRI01,OUT035,2852.74634
NCL55,OUT049,4084.832399
DRE25,OUT018,1232.366367
FDD14,OUT017,2993.82847
FDB10,OUT046,3725.676449
DRN11,OUT035,2427.729589
FDP38,OUT018,583.3256689
NCA30,OUT017,3054.736013
FDT15,OUT017,3083.050289
NCP55,OUT018,652.2510325
FDF12,OUT035,2513.866838
FDM21,OUT018,3765.750899
FDX56,OUT035,3444.131578
FDF10,OUT017,2447.813236
FDT32,OUT045,2979.54401
FDM51,OUT018,1408.621213
NCR50,OUT018,2163.644795
FDI19,OUT049,3930.996774
FDX21,OUT017,1841.318683
FDR31,OUT035,2513.265147
FDY02,OUT013,4193.671352
NCA29,OUT045,2626.693789
NCX17,OUT046,3622.001268
FDM12,OUT045,2990.932888
FDI53,OUT027,3992.778299
NCU30,OUT049,2693.251661
FDC56,OUT027,3382.642737
FDK27,OUT018,1710.158836
NCK18,OUT017,2737.420819
FDB52,OUT019,2176.291998
DRG25,OUT027,4432.75306
FDZ13,OUT049,992.389953
FDB57,OUT019,1693.090013
FDR40,OUT046,1399.328482
NCO14,OUT019,-1163.130053
NCN19,OUT045,2941.23475
FDQ28,OUT019,612.9376745
FDO13,OUT018,2351.579743
FDK48,OUT013,1301.759469
FDU07,OUT018,2158.335455
FDW20,OUT046,1983.606452
FDV12,OUT010,-282.2786751
FDH24,OUT013,2556.569265
FDV59,OUT049,3521.644836
FDK57,OUT045,1859.436522
FDL16,OUT027,2198.342055
NCQ17,OUT046,2442.005407
FDJ15,OUT018,2714.476433
FDX24,OUT049,1626.137454
FDT47,OUT046,1612.405758
FDT10,OUT049,1144.038719
FDZ37,OUT018,1201.252001
FDW43,OUT027,5090.007316
DRN36,OUT017,1635.236807
FDJ14,OUT045,1291.665664
FDA32,OUT013,3479.569843
FDJ38,OUT019,1164.191511
FDQ57,OUT017,2459.620239
NCQ41,OUT019,1161.066262
FDG56,OUT049,1130.129197
DRC13,OUT027,3429.752735
FDV55,OUT035,2452.038413
FDQ49,OUT045,2482.740534
FDE29,OUT010,-941.4368862
FDR03,OUT013,3343.828174
FDD45,OUT049,1597.937097
FDN38,OUT010,2062.411959
FDT56,OUT046,993.9438577
FDT48,OUT045,3111.702048
FDU03,OUT049,3003.384731
FDC56,OUT010,-24.25034261
NCO43,OUT027,3030.616511
FDQ27,OUT017,1795.692868
FDR03,OUT046,3274.69721
DRH23,OUT010,-1068.103779
FDG22,OUT045,628.324102
NCJ42,OUT013,1683.942695
FDR24,OUT046,1508.482165
FDW60,OUT035,2998.183707
FDJ08,OUT013,3040.867374
DRL59,OUT018,585.6460225
FDG60,OUT010,1759.012693
FDW27,OUT017,2627.922299
FDX14,OUT018,981.2104136
FDC20,OUT013,972.060741
NCS29,OUT018,3858.375496
FDJ56,OUT046,1602.572328
FDB20,OUT019,-638.5780245
FDL28,OUT027,5109.851095
FDW01,OUT018,2143.559785
FDL03,OUT046,3179.387193
FDX22,OUT049,3424.275154
FDJ21,OUT035,2457.629735
FDR31,OUT045,2336.588433
FDG21,OUT035,2584.126912
FDS22,OUT027,2223.840777
FDK08,OUT035,1783.083999
FDE17,OUT018,2183.239832
NCN30,OUT017,1633.504709
FDT50,OUT046,1609.843956
NCX42,OUT049,2691.050052
FDJ12,OUT035,3445.557829
NCA18,OUT027,3311.166434
FDP23,OUT019,1549.91707
FDX12,OUT013,3894.857535
FDN40,OUT018,2160.911657
FDV48,OUT035,1421.117824
NCY54,OUT013,2717.920952
FDL16,OUT010,-1177.380948
FDR45,OUT018,3525.583963
FDJ52,OUT046,2578.116662
DRG01,OUT017,1350.156177
FDP52,OUT013,3724.768807
FDU58,OUT017,3118.475494
FDL02,OUT045,1663.71096
FDG28,OUT013,3894.524101
FDA19,OUT035,2213.075636
FDW46,OUT027,2584.923819
NCD43,OUT049,1747.132914
DRG39,OUT013,884.0233968
NCF55,OUT049,694.8459669
FDJ07,OUT046,1909.122405
FDE08,OUT046,2394.560064
FDP56,OUT019,-1063.38353
FDT45,OUT045,820.7481634
FDF17,OUT018,2826.641649
FDX44,OUT046,1430.980904
FDM28,OUT027,4312.665544
FDI36,OUT049,3279.002973
FDS07,OUT045,1778.227826
FDD36,OUT045,1831.447471
FDW11,OUT046,1004.805862
FDN40,OUT049,2561.450816
NCQ18,OUT049,1636.047481
NCQ54,OUT017,2733.532198
NCS42,OUT045,1388.759557
DRH39,OUT010,-708.3774165
FDC09,OUT027,3173.568457
FDT08,OUT010,491.7707397
FDC08,OUT035,3745.900892
FDT20,OUT017,750.7415454
FDS35,OUT035,1194.918524
FDX58,OUT018,2623.251478
FDW58,OUT046,1715.140088
DRD27,OUT046,1594.033258
FDH32,OUT019,-327.3207232
FDS26,OUT035,4282.737585
FDQ31,OUT046,1418.649732
FDP11,OUT018,3197.941816
FDD58,OUT017,1714.976057
FDM33,OUT045,3383.001538
FDZ16,OUT049,3182.218006
NCS29,OUT010,2231.010349
NCM18,OUT019,-943.3040108
FDP11,OUT049,3569.776995
NCC42,OUT017,2337.242945
DRM23,OUT046,2714.494514
NCN55,OUT027,5206.890347
FDK46,OUT013,4111.745032
FDR01,OUT046,3200.34948
NCA05,OUT045,2304.471952
NCP43,OUT017,2909.130484
FDR12,OUT010,803.3713654
FDQ01,OUT013,4098.488418
FDM13,OUT046,2106.088447
FDQ19,OUT017,3997.724105
FDK56,OUT019,1030.705779
NCX06,OUT010,968.2656738
FDO56,OUT027,3405.546837
FDU45,OUT045,1790.113744
FDI16,OUT019,-970.2768521
FDL32,OUT046,1847.272991
FDA07,OUT046,2032.682203
FDA14,OUT045,2279.486354
FDV46,OUT027,3697.611791
NCO07,OUT035,3500.33789
NCP41,OUT046,1685.826047
FDY60,OUT018,2041.588442
FDN38,OUT017,4108.619333
FDO15,OUT046,1275.618882
FDT60,OUT013,1992.683942
FDA55,OUT035,3735.92921
FDE02,OUT010,-400.6785429
DRJ39,OUT049,3580.881135
FDV34,OUT035,1418.288358
FDS20,OUT027,4381.091787
FDF02,OUT027,3103.911558
FDW40,OUT017,2426.896948
NCB43,OUT046,2927.76249
FDR58,OUT017,1584.909863
DRJ59,OUT035,819.9462556
NCD30,OUT017,1678.308628
FDE14,OUT017,1692.865431
FDC28,OUT018,1468.73289
FDU16,OUT018,1133.769307
NCD19,OUT035,1059.032815
FDU21,OUT046,616.7860666
FDV59,OUT027,4894.707341
FDU03,OUT045,2859.075316
FDC33,OUT010,1245.508107
NCR42,OUT035,726.1508586
DRH59,OUT035,1360.667826
NCM31,OUT035,2394.810291
FDS50,OUT035,3662.178441
FDP39,OUT046,874.9044226
FDQ55,OUT013,1959.151215
FDV36,OUT019,109.2621815
FDI05,OUT027,2735.414695
FDS45,OUT027,3227.840548
FDA39,OUT045,608.4898112
FDC37,OUT010,-165.2400543
FDJ60,OUT027,4141.618591
DRQ35,OUT046,1959.305769
NCJ06,OUT046,1899.779172
NCY42,OUT018,2019.509666
DRM37,OUT049,3194.442093
FDR14,OUT045,778.9073953
FDE51,OUT049,842.1623091
FDT33,OUT017,2806.064043
FDR08,OUT013,1846.80454
FDE36,OUT010,689.3320398
FDL22,OUT019,-428.6295806
FDR44,OUT013,2176.306379
FDI56,OUT019,-459.0217338
FDE47,OUT010,117.1826064
FDV27,OUT010,-414.7565734
FDV10,OUT049,850.5877242
FDC40,OUT045,1210.335541
NCX41,OUT013,3348.103169
NCQ38,OUT027,3126.313409
FDV12,OUT027,3117.089167
FDE52,OUT017,1584.744169
FDG20,OUT027,4292.33206
FDV16,OUT027,2080.09156
FDI32,OUT017,1918.36717
FDJ32,OUT049,1121.542872
FDN39,OUT018,2462.203884
FDY34,OUT017,2819.448386
FDC14,OUT035,850.3991401
FDA55,OUT017,3701.286653
FDZ50,OUT010,1008.637244
DRG13,OUT049,2714.488853
FDP01,OUT013,2511.112955
NCG54,OUT017,2819.354548
FDM13,OUT045,2050.431519
NCO18,OUT027,4271.930458
NCW41,OUT013,2503.428183
FDM52,OUT027,3822.387305
NCF55,OUT035,732.4002109
FDT09,OUT046,2155.143813
NCM19,OUT035,1901.995346
FDW12,OUT018,2119.930312
FDP15,OUT019,2138.63128
FDK36,OUT045,758.1030743
FDZ25,OUT035,2923.864633
NCW06,OUT049,3138.859511
FDW60,OUT046,2891.160252
DRC49,OUT013,2336.535553
NCT17,OUT035,3131.551924
NCN06,OUT018,2310.100947
FDC45,OUT013,2731.955052
DRJ47,OUT019,814.5839682
NCF06,OUT045,3999.044527
FDE21,OUT010,-22.62828949
DRG27,OUT013,700.71765
FDW40,OUT049,2394.454942
NCO53,OUT046,2885.260713
FDE23,OUT049,892.4675494
FDQ16,OUT046,1751.419885
FDS26,OUT045,4025.150132
FDZ13,OUT010,-1137.259511
FDS14,OUT049,2596.284077
FDC10,OUT045,1844.181579
FDY16,OUT049,3077.855252
FDJ20,OUT035,2190.426648
FDV43,OUT035,863.7131279
FDZ32,OUT027,3206.455594
FDR23,OUT046,2776.323819
FDN24,OUT035,1015.429341
FDE34,OUT027,4350.112287
FDU31,OUT013,3535.548903
FDW33,OUT018,1448.280187
FDU26,OUT046,1929.685388
FDE20,OUT027,4205.074777
NCW05,OUT035,1804.158357
FDB22,OUT018,2144.713432
FDO56,OUT046,1914.396825
FDA19,OUT027,3531.86488
DRI39,OUT045,839.4430388
FDH52,OUT018,725.4902775
FDZ50,OUT035,3046.962374
NCN42,OUT035,2475.309914
FDB53,OUT013,2386.89528
DRG11,OUT017,1845.739513
DRK11,OUT027,3821.693259
FDQ60,OUT017,2102.829059
FDT36,OUT017,683.3597095
DRG25,OUT018,2661.749926
DRJ23,OUT046,3008.748777
FDG05,OUT035,2704.486964
NCK06,OUT018,1656.458658
FDU52,OUT017,2571.264534
FDW07,OUT018,1176.299571
NCM17,OUT045,662.236025
FDA22,OUT045,2614.274681
NCA41,OUT018,2780.42029
FDF38,OUT035,901.4954177
FDH52,OUT046,1074.063591
FDY58,OUT019,1687.695613
FDZ16,OUT045,3054.389959
NCM18,OUT017,1091.606322
FDA22,OUT018,2376.187385
NCJ43,OUT035,2930.286374
FDI34,OUT027,5136.657147
FDG56,OUT046,1049.785608
FDS34,OUT046,1894.551487
DRC01,OUT035,1025.929637
FDQ04,OUT035,816.8461384
FDK04,OUT035,1111.701249
FDT51,OUT049,1881.575571
FDV26,OUT017,3212.592952
FDS04,OUT049,2382.304135
FDW43,OUT018,3338.273957
FDQ28,OUT010,580.1384937
NCK06,OUT017,2036.587536
FDS23,OUT018,1797.040078
FDZ36,OUT019,1120.691319
FDE56,OUT018,730.7676348
FDW10,OUT027,4234.646945
NCN14,OUT045,2842.748903
NCQ18,OUT045,1478.9527
FDW08,OUT017,1812.053477
FDU43,OUT035,3923.436645
FDR33,OUT010,-159.0158279
FDM24,OUT010,526.7171759
NCZ05,OUT046,1636.948824
NCV41,OUT035,1934.992722
FDV11,OUT018,2529.154961
NCY05,OUT035,752.9559826
FDV44,OUT018,2766.74709
FDW32,OUT049,1502.780826
NCU18,OUT027,3709.462335
NCC43,OUT035,4087.371858
FDW19,OUT013,1864.260512
FDN31,OUT035,3185.023995
FDI48,OUT045,822.4954474
FDS24,OUT017,1600.222699
FDF46,OUT049,1951.644971
DRG23,OUT017,2508.9497
FDG14,OUT018,2177.53695
NCY30,OUT049,2923.919387
FDO28,OUT018,1689.25376
DRD24,OUT035,2411.615458
FDI33,OUT049,1561.289122
FDN32,OUT046,2954.700736
FDR16,OUT045,3343.486273
FDF26,OUT046,2498.146016
NCN29,OUT018,524.8371886
FDE20,OUT045,2670.098125
FDA46,OUT046,3044.003741
FDU28,OUT045,2950.507539
FDQ48,OUT045,1586.069709
FDV36,OUT013,2088.322423
FDR14,OUT018,582.7861861
FDP23,OUT017,3544.231387
FDP56,OUT013,892.6351986
FDK48,OUT010,-662.3667854
FDR48,OUT046,2420.676066
NCY29,OUT049,1017.460017
FDM22,OUT018,657.4038584
DRJ01,OUT013,2599.963664
FDZ43,OUT045,3837.313096
FDV03,OUT035,2607.586941
FDX11,OUT027,4371.658726
NCA41,OUT027,4506.015983
FDE38,OUT017,2771.148802
FDI27,OUT018,536.9670419
FDN32,OUT013,2950.027365
NCN43,OUT017,2035.868193
FDB47,OUT027,4736.803817
FDV03,OUT017,2580.7213
NCN30,OUT045,1499.91062
NCV54,OUT010,-1.055215391
FDV07,OUT013,1809.713685
FDP07,OUT049,3232.859395
FDK48,OUT018,932.785199
FDM15,OUT019,555.9649215
FDY19,OUT027,3347.065927
FDK46,OUT046,4103.967419
FDY11,OUT045,1072.530833
FDH09,OUT046,873.9205588
FDO08,OUT027,4131.422018
FDU14,OUT013,3990.687758
FDD22,OUT027,3264.892056
FDM27,OUT017,2633.736668
FDL02,OUT027,3158.360615
NCA17,OUT035,2471.20981
FDE38,OUT019,729.591364
NCG07,OUT049,3066.615666
DRC27,OUT013,3920.528165
FDA27,OUT035,4178.413885
FDW40,OUT045,2236.669054
DRI11,OUT013,1878.154266
FDN50,OUT046,1539.313886
FDR12,OUT046,2730.319823
FDT34,OUT027,3119.529022
FDW11,OUT035,1163.86042
NCO30,OUT027,4350.647563
FDZ34,OUT017,3187.948429
FDU45,OUT017,1966.390695
NCD42,OUT035,762.0844664
FDX25,OUT045,2807.821485
NCR29,OUT046,914.0163782
FDX43,OUT019,787.4076068
FDB04,OUT010,-467.4232423
FDR49,OUT027,2218.565365
FDS39,OUT018,1999.321349
FDW58,OUT045,1645.453484
FDG22,OUT019,-1246.830742
FDG31,OUT017,1144.382093
NCV53,OUT027,5230.3057
DRJ37,OUT035,2529.427492
FDV07,OUT035,1926.075374
FDW52,OUT018,2412.862729
FDT15,OUT045,2913.001016
FDD02,OUT018,1630.827756
FDM16,OUT035,1401.90467
NCE55,OUT046,2754.94752
FDB57,OUT018,3284.450359
FDQ04,OUT013,759.6054355
FDQ47,OUT019,-1345.520129
FDY14,OUT019,2261.494529
DRK37,OUT017,3088.822709
FDO25,OUT017,3419.783419
FDL57,OUT046,4144.952107
NCK29,OUT018,1666.432375
FDK46,OUT027,5571.516202
NCB43,OUT010,988.6238584
DRE01,OUT027,5231.731243
FDC46,OUT018,2650.239873
FDQ23,OUT045,1626.621176
FDX38,OUT049,975.8750504
FDG60,OUT018,3455.214109
FDW55,OUT017,4062.496935
FDP39,OUT013,868.6842467
FDB20,OUT018,1014.772955
FDV21,OUT017,2099.785675
FDZ02,OUT013,1646.856691
FDP19,OUT027,3495.671435
FDA38,OUT035,3986.627653
FDH22,OUT045,1953.636204
DRM11,OUT045,4050.971923
FDO12,OUT027,4556.107774
FDT14,OUT049,2056.89038
FDW34,OUT010,1939.344705
FDG04,OUT027,4452.940624
FDW59,OUT018,1113.579429
FDR33,OUT018,1490.708068
FDP32,OUT013,2096.102191
FDL13,OUT027,5135.107454
FDD22,OUT013,1852.454847
FDV40,OUT027,2640.060899
NCD55,OUT046,685.2508789
FDQ20,OUT010,-1197.323942
FDD28,OUT045,897.5901766
FDC39,OUT045,3225.11451
NCR17,OUT049,1964.399005
DRO35,OUT018,1582.166566
FDF40,OUT049,4084.520849
FDR31,OUT018,2081.403354
NCQ41,OUT017,3188.119382
FDP38,OUT046,844.3679936
NCU54,OUT027,4736.775347
FDG22,OUT018,370.0308855
DRK59,OUT013,3722.125982
FDC37,OUT046,1718.328299
NCO42,OUT013,2338.70345
NCT42,OUT017,2488.107378
FDX27,OUT035,1697.107865
FDV40,OUT018,945.0404761
FDT45,OUT027,2361.537989
FDS47,OUT019,-501.9722482
FDR45,OUT035,3918.537843
FDB03,OUT045,3739.03438
FDO49,OUT035,1067.129284
FDU60,OUT027,4156.053668
FDB26,OUT018,639.2957497
FDB46,OUT017,3525.484328
FDQ37,OUT019,1188.088019
FDN03,OUT017,4104.88041
NCX30,OUT045,3840.469882
FDK32,OUT019,592.0389353
DRM47,OUT013,3070.446866
NCO02,OUT046,1076.567979
FDP04,OUT013,1100.268251
NCO43,OUT049,1706.565771
FDD59,OUT013,1396.919236
FDQ10,OUT017,2841.479121
FDW45,OUT035,2511.713207
NCK30,OUT049,4105.127835
FDU31,OUT018,3181.178974
NCQ17,OUT019,516.3832001
FDN01,OUT017,2896.608927
FDZ19,OUT049,2875.962068
DRG37,OUT017,2577.591315
FDE32,OUT045,579.3326751
FDO34,OUT049,2771.615244
FDM04,OUT019,-996.4648728
FDZ25,OUT049,2859.862513
FDU08,OUT049,1708.78364
NCW30,OUT045,4004.569586
NCM18,OUT013,1008.367867
FDS22,OUT035,907.4024573
NCH18,OUT017,3956.014744
FDC23,OUT013,2873.700214
FDY46,OUT013,2990.670848
NCU06,OUT046,3600.295984
FDX57,OUT045,1563.670507
FDX36,OUT027,5036.002568
FDL16,OUT045,696.4915768
FDT16,OUT010,2206.399661
FDN16,OUT018,1420.03646
FDC03,OUT046,3154.538453
DRF60,OUT013,3790.871299
FDS27,OUT027,4604.012792
FDP33,OUT010,2097.547712
FDJ36,OUT018,1376.928543
NCR42,OUT013,567.7878796
FDV14,OUT017,1506.441582
NCP42,OUT035,3227.047485
FDB50,OUT027,2719.163142
NCC30,OUT027,4243.684527
FDA23,OUT018,1364.569968
FDW16,OUT017,1584.648135
FDQ52,OUT010,1976.233658
FDB58,OUT049,2443.123537
NCP29,OUT049,1131.340665
NCM05,OUT045,4078.396953
FDO25,OUT013,3364.603468
NCM54,OUT046,2022.898954
NCL54,OUT046,2729.230037
FDL39,OUT010,1000.559882
FDF53,OUT018,2620.373769
NCQ42,OUT035,2167.372183
FDF58,OUT013,1074.830913
FDZ04,OUT035,1203.49502
FDE26,OUT019,375.0568911
FDS60,OUT017,2959.34902
FDV58,OUT017,3220.748224
FDM04,OUT045,839.7466284
FDE08,OUT035,2484.472712
NCB43,OUT049,3025.209368
FDU11,OUT010,14.4767114
FDF22,OUT019,1466.442173
FDE24,OUT013,2283.72058
DRJ49,OUT046,2095.834788
NCQ53,OUT035,3849.832299
NCL41,OUT013,618.632276
FDR22,OUT013,1862.496148
FDH04,OUT035,1692.358171
DRH15,OUT045,644.6091478
FDY40,OUT049,962.0757058
NCI17,OUT035,1688.144879
NCC18,OUT013,2745.64369
FDY28,OUT027,4828.799869
FDB45,OUT027,3137.623687
NCL30,OUT018,1729.721916
FDM10,OUT017,3468.028502
FDH22,OUT027,3488.147394
NCZ53,OUT017,3101.768438
NCI18,OUT013,3532.001357
FDH14,OUT027,3767.698869
FDR36,OUT027,2220.134816
FDW01,OUT045,2350.526119
FDK02,OUT027,3365.798073
FDJ02,OUT018,2116.141244
FDU55,OUT013,4146.195589
NCV18,OUT027,2794.704133
FDH14,OUT018,1983.45318
FDZ37,OUT045,1425.31249
FDX49,OUT049,3813.875334
NCD43,OUT046,1671.439253
FDZ07,OUT013,1079.565189
FDK43,OUT035,2178.464758
FDR32,OUT018,3389.399917
FDT39,OUT013,2509.397971
NCV54,OUT017,2012.511993
FDF38,OUT018,482.0978783
FDV60,OUT046,3118.633122
FDH44,OUT027,3817.8203
FDS21,OUT046,1058.500572
NCL41,OUT045,522.5395177
FDM46,OUT017,1611.055136
FDU27,OUT045,784.3498887
NCJ54,OUT017,3763.438865
DRG51,OUT018,2359.395793
NCA29,OUT019,793.1537331
FDR47,OUT045,3008.376083
NCL19,OUT027,3700.186116
DRG01,OUT049,1332.309204
FDG10,OUT046,1017.467211
NCV05,OUT049,2512.468898
NCH18,OUT019,1931.631599
FDV14,OUT018,1128.741263
DRJ23,OUT035,3149.303268
DRJ11,OUT046,2953.338049
FDZ03,OUT017,3092.581152
FDI27,OUT010,-1096.62275
FDJ14,OUT018,1101.816977
FDU32,OUT017,2048.786995
FDD47,OUT027,4202.590351
DRF36,OUT035,3155.698752
FDM21,OUT046,4075.043872
FDV10,OUT018,496.7274818
FDH60,OUT018,2846.799427
FDX47,OUT010,626.6642962
FDT19,OUT019,887.7529355
FDO11,OUT045,3947.932525
FDH24,OUT027,3974.508577
FDL02,OUT018,1487.841236
FDB02,OUT049,2946.420162
FDA43,OUT046,3104.408439
FDG52,OUT045,713.7473444
DRC12,OUT013,3025.843436
FDY37,OUT018,2039.835469
NCU18,OUT045,2166.001862
FDU09,OUT035,1121.243775
DRJ25,OUT027,2245.329621
DRE12,OUT018,1529.654117
DRL47,OUT017,2094.734197
DRK01,OUT046,1539.747059
FDC22,OUT019,1110.814586
FDG44,OUT013,911.1190557
FDW04,OUT035,2277.059404
FDK09,OUT049,3696.647211
NCN43,OUT035,2085.315366
FDG04,OUT049,3084.050247
FDH32,OUT010,-388.7377591
DRI47,OUT017,2421.286379
DRE15,OUT013,1255.60988
FDY11,OUT035,1311.424466
FDO60,OUT049,850.159497
FDQ20,OUT018,432.5720517
FDO57,OUT027,4010.735719
FDT14,OUT019,43.35308103
FDA57,OUT049,787.3168534
DRN35,OUT017,706.4069749
FDJ03,OUT046,883.9450204
FDX28,OUT017,1729.748343
DRE25,OUT045,1392.667305
FDR09,OUT046,4103.600217
FDB23,OUT035,3733.550679
FDO08,OUT045,2585.636799
FDQ23,OUT049,1739.286068
FDW04,OUT013,2163.812352
DRK13,OUT010,1190.352588
NCL17,OUT027,3692.750043
FDY21,OUT035,3209.114169
FDJ38,OUT027,4498.722618
FDA37,OUT019,170.4263761
FDV43,OUT013,779.3316961
FDL36,OUT046,1482.757927
FDD53,OUT045,631.0040681
FDZ19,OUT010,879.8167942
FDV21,OUT045,1929.828209
NCL54,OUT018,2452.657111
DRI47,OUT027,3749.287329
DRG03,OUT049,2564.15121
FDG21,OUT013,2446.000879
FDW03,OUT018,1464.822903
NCI55,OUT046,1925.336208
DRC36,OUT019,921.1731372
FDH22,OUT017,2153.175644
FDV20,OUT045,1978.479549
NCU41,OUT027,4485.456385
FDN46,OUT027,3159.697547
FDK50,OUT045,2520.40444
NCA05,OUT027,3788.107982
DRH01,OUT018,2456.152186
FDT08,OUT018,2112.480257
FDM08,OUT018,3316.665088
FDZ07,OUT035,1180.362574
FDS22,OUT017,877.0599478
FDV35,OUT027,3933.386899
FDI28,OUT010,-634.7247221
FDW58,OUT027,3196.819852
FDT52,OUT045,3853.405878
FDY34,OUT046,2667.677228
FDR10,OUT046,2567.265734
FDK57,OUT017,2037.237088
FDR02,OUT027,3219.274777
FDX49,OUT046,3739.7636
FDQ20,OUT046,698.9733244
DRK23,OUT045,3898.332894
NCW06,OUT046,3014.089874
FDR31,OUT017,2489.521064
NCE43,OUT013,2683.531789
DRO59,OUT027,2688.561519
FDN09,OUT049,3965.90963
FDR11,OUT046,2594.673326
FDO57,OUT013,2597.365102
NCX18,OUT017,3206.281266
FDB05,OUT018,3656.602295
FDQ08,OUT018,771.2542723
NCG43,OUT035,1632.872887
FDJ56,OUT013,1655.485054
FDA13,OUT010,-1305.215816
FDO56,OUT017,2021.016609
FDB37,OUT018,3571.018995
FDZ02,OUT018,1337.587519
FDQ24,OUT046,3945.290339
FDM16,OUT013,1293.321454
FDU35,OUT049,1705.794607
FDT35,OUT035,2867.312931
NCX30,OUT049,3986.497246
FDG04,OUT017,3088.57087
FDI12,OUT035,1583.245538
FDE35,OUT035,1188.24022
NCP14,OUT027,3122.903298
NCY53,OUT045,1674.219213
FDP49,OUT017,1064.586585
FDQ04,OUT017,821.0625267
FDM39,OUT035,2993.43203
FDO58,OUT019,695.0555826
FDC56,OUT017,2011.846742
NCQ54,OUT046,2644.68216
FDV10,OUT027,2214.808598
NCK17,OUT046,666.3992892
NCF55,OUT027,2058.442765
FDV33,OUT013,4143.142983
NCH29,OUT019,-362.6477628
FDA37,OUT027,3506.580212
FDH46,OUT018,1418.785557
FDS25,OUT035,1955.508133
FDH04,OUT027,2958.949564
FDX52,OUT046,3084.078609
NCD42,OUT017,721.2704483
FDW47,OUT017,2062.886911
FDL25,OUT027,2985.777072
NCJ06,OUT010,-8.91561806
FDY09,OUT013,2799.569602
FDS40,OUT046,648.4954021
FDH41,OUT017,3510.068225
FDG38,OUT035,1571.676618
FDU03,OUT027,4316.137982
FDV20,OUT046,2088.988265
DRB13,OUT045,2957.226985
NCQ30,OUT013,1943.319176
NCH06,OUT013,3874.35694
FDU50,OUT018,1587.094186
NCO42,OUT019,402.0311959
FDW09,OUT018,1036.314158
FDH04,OUT013,1557.326313
FDC21,OUT045,1712.590099
FDL21,OUT049,797.0407713
FDM46,OUT010,-430.7978464
FDT22,OUT019,-918.7468951
FDB28,OUT035,3289.462825
FDI12,OUT018,1196.454185
FDA28,OUT045,1998.717415
FDF59,OUT013,2079.782212
FDM45,OUT027,3449.88358
FDQ56,OUT017,1453.250585
FDR46,OUT049,2412.844904
FDT01,OUT013,3414.307486
FDD16,OUT027,2679.4826
NCU30,OUT010,635.1436778
FDM40,OUT010,346.9843246
FDI56,OUT035,1651.220028
NCS30,OUT013,2045.699867
FDU08,OUT017,1711.731449
FDX51,OUT027,4596.439571
FDA43,OUT045,3052.723926
FDX59,OUT010,-1329.430767
FDC37,OUT018,1438.617709
FDP58,OUT013,3484.368337
NCY42,OUT035,2405.535526
FDF21,OUT018,2777.947857
FDU10,OUT027,2150.070785
DRL47,OUT018,1708.392155
FDA58,OUT018,3479.527687
FDJ22,OUT049,3154.91112
FDK50,OUT046,2567.40753
FDO38,OUT035,1416.73077
DRF60,OUT035,3921.231088
NCZ42,OUT019,1824.749754
FDD35,OUT049,2014.373811
FDL25,OUT045,1467.222235
FDJ16,OUT013,975.1941566
DRK59,OUT049,3794.686801
FDI50,OUT046,3704.938954
NCB19,OUT045,1318.547277
DRI37,OUT035,1109.275049
FDA14,OUT027,3811.099222
FDC08,OUT018,3357.024022
FDS45,OUT046,1739.641224
FDI21,OUT049,1191.443952
DRJ47,OUT035,2900.274796
DRE37,OUT027,4426.773386
FDT55,OUT018,2247.233265
NCG42,OUT027,3495.804925
FDA31,OUT049,2815.313497
NCW42,OUT046,3486.987884
FDF50,OUT017,3195.562302
FDK56,OUT049,3052.941423
FDX10,OUT035,771.1039383
NCK07,OUT027,4026.706133
FDZ49,OUT017,3647.367265
FDR33,OUT013,1792.188074
FDO44,OUT018,1507.428127
FDA20,OUT046,2966.424301
NCL30,OUT045,1952.238526
FDI05,OUT019,-705.1521754
FDQ12,OUT018,3343.994292
FDH47,OUT017,1691.024942
FDH34,OUT018,2683.832
FDF29,OUT046,2112.849497
FDG40,OUT018,322.3413956
NCE18,OUT017,4021.660743
FDP21,OUT010,1141.79206
FDY50,OUT013,1460.814892
FDB36,OUT049,2227.01008
NCZ29,OUT049,2105.889929
FDU20,OUT018,1681.097182
FDO56,OUT013,1970.398125
FDW31,OUT049,3280.842329
DRH59,OUT013,1241.198303
NCB30,OUT017,3214.377955
FDK43,OUT027,3507.895327
FDW43,OUT045,3563.891154
NCL19,OUT017,2339.841385
FDJ27,OUT046,1648.856067
FDC45,OUT046,2686.82833
FDY40,OUT035,1037.816347
NCM41,OUT035,1609.438099
NCK18,OUT019,708.5924382
FDP37,OUT049,2159.643193
FDA27,OUT027,5534.64741
NCX30,OUT035,4031.831378
FDR09,OUT017,4155.736207
FDG08,OUT027,4218.804942
NCU30,OUT013,2634.78551
FDB16,OUT017,1536.336958
